Temperature,Humidity,Pressure,hour,Radiation
58,94,30.45,0,169.75
58,93,30.46,0,132.97
58,94,30.46,0,116.72
58,94,30.46,0,56.48
58,93,30.46,0,143.21
58,93,30.46,0,156.05
58,92,30.46,0,76.26
58,91,30.46,0,122.09
58,91,30.46,0,149.81
58,91,30.46,0,176.07
58,90,30.46,0,147.95
58,90,30.46,0,212.1
58,90,30.46,0,143.36
59,89,30.46,0,87.75
59,89,30.47,0,100.11
59,88,30.47,0,188.83
59,87,30.47,0,203.33
59,87,30.47,0,162.07
59,87,30.47,0,165.91
60,87,30.47,0,207.76
60,85,30.47,0,191.61
61,82,30.47,0,238.33
61,82,30.47,0,250.93
61,81,30.47,0,299.31
62,80,30.47,0,408.95
61,80,30.47,0,508.18
61,81,30.48,0,484.36
60,81,30.48,0,676.7
61,81,30.48,0,392.24
60,80,30.48,0,397.9
60,81,30.48,0,447.69
60,82,30.48,0,366.47
60,82,30.49,0,446.14
59,82,30.49,0,362.58
59,82,30.49,0,400.5
60,81,30.49,0,414.37
61,78,30.49,0,234.51
61,77,30.49,0,259.98
61,78,30.49,0,806.23
60,79,30.5,0,398.68
60,79,30.5,0,640.52
60,77,30.5,0,328.5
61,74,30.5,0,319.36
62,73,30.5,0,400.66
62,74,30.5,0,1245.33
62,73,30.5,0,735.63
61,76,30.5,0,1227.33
61,75,30.5,0,1194.95
60,75,30.5,0,1050.8
60,78,30.5,0,242.28
61,74,30.5,0,928.91
61,75,30.5,0,960.11
60,76,30.5,0,890.9
60,75,30.5,0,912.42
60,73,30.5,0,893.49
60,71,30.5,0,894.05
60,70,30.5,0,887.47
60,71,30.5,0,862.1
60,69,30.5,0,850.7
59,68,30.5,0,833.06
59,61,30.5,0,817.31
59,58,30.5,0,805.22
59,58,30.5,0,789.98
59,60,30.5,0,774.75
59,57,30.5,0,758.61
59,58,30.5,0,743.58
59,52,30.5,0,726.58
59,51,30.5,0,707.53
59,51,30.5,0,688.98
59,48,30.49,0,672.88
58,49,30.49,0,654.64
58,48,30.49,0,613.29
58,47,30.49,0,614.9
58,48,30.49,0,562.37
58,49,30.49,0,552.44
58,48,30.48,0,574.25
58,50,30.48,0,309.52
58,49,30.48,0,545.23
58,51,30.48,0,543.08
57,51,30.48,0,490.87
56,55,30.48,0,487.07
55,56,30.48,0,444.33
55,54,30.48,0,423.04
55,57,30.47,0,409.45
53,62,30.47,0,386.5
52,67,30.47,0,361.39
50,68,30.47,0,337.3
49,72,30.47,0,309.22
48,72,30.47,0,282.13
47,73,30.47,0,254.67
46,74,30.47,0,206.78
46,75,30.47,0,194.0
45,76,30.46,0,167.02
45,77,30.46,0,30.36
44,77,30.46,0,28.11
44,78,30.46,0,27.28
44,79,30.46,0,26.3
43,79,30.46,0,24.45
43,79,30.46,0,21.98
43,80,30.45,0,17.88
43,81,30.45,0,15.22
43,80,30.45,0,10.52
43,81,30.45,0,5.21
43,81,30.45,0,3.45
43,81,30.45,0,2.88
44,81,30.45,0,1.87
43,81,30.45,0,2.01
44,82,30.44,0,1.75
44,81,30.44,0,2.25
44,82,30.44,0,1.79
44,82,30.44,0,2.21
44,83,30.44,0,2.26
44,83,30.44,0,2.08
44,83,30.43,0,2.02
44,82,30.43,0,2.12
44,81,30.43,0,1.71
44,81,30.43,0,2.24
44,81,30.43,0,2.58
44,81,30.43,0,2.42
44,82,30.43,0,2.05
44,82,30.43,0,2.1
44,83,30.43,0,2.11
44,83,30.43,0,2.15
44,84,30.42,0,2.11
44,84,30.42,0,2.23
44,84,30.42,0,2.14
44,84,30.42,0,1.83
44,84,30.42,0,1.83
45,85,30.42,0,2.44
45,82,30.42,0,2.26
45,82,30.42,0,2.2
45,81,30.42,0,2.38
45,80,30.42,0,2.67
45,80,30.42,0,2.77
45,80,30.42,0,2.76
45,80,30.42,0,2.04
46,79,30.42,0,2.02
46,78,30.42,0,1.98
46,77,30.42,0,2.12
46,76,30.42,0,2.08
46,76,30.42,0,1.81
46,76,30.42,0,2.19
46,75,30.41,0,2.62
46,76,30.41,0,3.3
46,77,30.42,0,3.6
46,77,30.42,0,3.53
46,79,30.42,0,2.84
46,78,30.42,0,3.21
46,79,30.42,0,3.56
46,80,30.42,0,3.24
46,80,30.42,0,3.09
46,80,30.42,0,3.48
46,80,30.42,0,3.69
46,80,30.42,0,2.47
46,81,30.42,0,2.53
46,83,30.42,0,2.71
46,82,30.42,0,2.71
46,83,30.42,0,2.72
46,83,30.42,0,2.63
46,84,30.43,0,2.17
46,85,30.43,0,2.33
46,85,30.43,0,2.59
47,86,30.43,0,2.47
47,87,30.43,0,2.61
47,91,30.43,0,3.33
47,90,30.43,0,1.91
47,89,30.43,0,2.06
46,90,30.43,0,1.99
46,90,30.43,0,2.4
46,90,30.43,0,2.53
46,91,30.43,0,2.68
46,92,30.43,0,2.1
46,92,30.43,0,1.93
46,91,30.44,0,1.96
46,92,30.44,0,2.11
46,93,30.44,0,1.79
46,93,30.44,0,1.71
47,93,30.43,0,1.68
47,92,30.43,0,1.63
47,92,30.43,0,1.62
47,93,30.44,0,1.6
47,94,30.44,0,1.61
47,94,30.44,0,1.6
47,93,30.44,0,1.63
48,93,30.44,0,1.78
48,92,30.44,0,1.6
48,92,30.44,0,1.55
48,92,30.44,0,1.56
49,93,30.44,0,1.57
48,94,30.44,0,1.83
49,93,30.44,0,2.06
49,93,30.44,0,1.63
49,93,30.44,0,1.72
49,93,30.44,0,1.71
49,93,30.44,0,1.88
49,92,30.44,0,2.0
49,91,30.44,0,2.39
49,91,30.44,0,2.36
49,91,30.44,0,2.94
50,91,30.44,0,3.15
50,90,30.44,0,2.29
50,90,30.44,0,2.96
50,88,30.44,0,2.67
50,89,30.44,0,2.97
50,90,30.44,0,2.76
50,91,30.44,0,2.63
50,90,30.44,0,2.69
50,91,30.44,0,2.79
50,91,30.44,0,2.69
50,91,30.44,0,2.55
50,91,30.44,0,2.66
50,90,30.43,0,2.45
50,90,30.43,0,2.62
50,90,30.43,0,2.24
50,89,30.43,0,2.33
50,89,30.43,0,2.98
50,88,30.43,0,2.28
50,88,30.42,0,2.87
50,88,30.42,0,2.69
50,90,30.42,0,3.05
50,90,30.42,0,3.32
50,92,30.42,0,3.04
50,93,30.42,0,2.17
50,93,30.42,0,2.06
50,93,30.42,0,1.94
50,94,30.41,0,1.98
50,96,30.41,0,2.11
51,97,30.41,0,2.4
51,96,30.41,0,2.08
50,97,30.41,0,1.99
50,97,30.4,0,2.31
51,98,30.4,0,1.66
51,98,30.4,0,2.15
51,98,30.4,0,2.27
51,98,30.4,0,1.99
52,98,30.39,0,2.36
51,97,30.39,0,2.98
52,97,30.39,0,3.21
52,96,30.39,0,2.61
52,96,30.39,0,3.32
52,96,30.39,0,4.65
52,96,30.39,0,7.68
53,96,30.39,0,11.46
54,94,30.39,0,13.79
54,89,30.39,0,27.12
54,86,30.38,0,43.25
55,89,30.38,0,45.68
55,89,30.38,0,30.13
55,85,30.38,0,49.16
55,85,30.38,0,103.49
55,92,30.37,0,109.34
55,93,30.37,0,102.54
55,88,30.37,0,83.34
55,88,30.37,0,69.39
55,89,30.37,0,81.82
55,93,30.37,0,87.35
55,93,30.37,0,91.15
55,94,30.37,0,104.4
55,94,30.37,0,125.12
55,94,30.37,0,113.85
55,94,30.36,0,130.07
55,94,30.36,0,154.87
55,95,30.36,0,167.27
55,95,30.36,0,222.08
55,95,30.36,0,203.34
55,96,30.36,0,164.02
55,95,30.36,0,152.71
55,96,30.36,0,141.48
55,97,30.36,0,132.28
55,97,30.35,0,138.51
55,97,30.36,0,180.06
55,96,30.36,0,158.82
55,96,30.36,0,161.98
55,96,30.36,0,305.94
56,96,30.36,0,232.5
56,95,30.36,0,274.32
56,95,30.36,0,240.43
56,95,30.36,0,418.07
57,93,30.36,0,228.26
57,93,30.36,0,286.86
58,91,30.36,0,369.71
58,89,30.36,0,343.5
59,87,30.36,0,401.86
59,86,30.36,0,395.04
60,84,30.36,0,364.44
60,83,30.36,0,396.97
60,84,30.36,0,549.44
60,84,30.36,0,461.74
60,83,30.36,0,330.48
59,84,30.36,0,310.54
60,82,30.36,0,240.16
62,80,30.36,0,187.86
62,80,30.37,0,309.96
61,79,30.36,0,335.92
62,78,30.37,0,307.43
62,78,30.37,0,464.06
62,78,30.37,0,1045.27
62,77,30.37,0,614.43
61,78,30.37,0,1160.73
61,78,30.37,0,1106.12
62,76,30.37,0,459.04
63,74,30.37,0,412.71
63,71,30.37,0,1137.45
63,68,30.37,0,1140.91
63,70,30.37,0,1121.57
41,89,30.35,0,8.16
41,87,30.35,0,4.84
41,87,30.34,0,2.57
41,89,30.35,0,2.44
42,89,30.35,0,2.77
42,89,30.35,0,2.78
42,89,30.35,0,2.59
42,90,30.34,0,2.33
42,91,30.34,0,2.95
42,91,30.34,0,3.17
42,92,30.34,0,3.16
42,92,30.34,0,3.42
42,92,30.34,0,3.63
42,92,30.34,0,3.44
42,91,30.34,0,3.44
42,91,30.34,0,3.15
42,92,30.34,0,2.7
42,92,30.34,0,2.42
42,91,30.34,0,2.69
42,90,30.34,0,2.77
42,90,30.34,0,2.88
42,91,30.34,0,3.17
42,93,30.34,0,3.36
42,94,30.34,0,3.5
42,95,30.34,0,3.27
42,95,30.34,0,3.25
42,95,30.34,0,3.55
42,95,30.34,0,3.49
42,95,30.34,0,2.64
42,94,30.34,0,2.46
42,94,30.34,0,2.51
43,95,30.34,0,2.58
43,95,30.34,0,2.86
43,96,30.34,0,2.9
43,96,30.34,0,1.83
43,96,30.34,0,1.57
43,96,30.34,0,1.74
43,96,30.34,0,1.83
43,96,30.35,0,1.99
43,97,30.35,0,1.96
43,97,30.35,0,2.24
44,98,30.35,0,2.18
44,98,30.35,0,2.19
44,98,30.35,0,2.27
44,98,30.35,0,2.62
45,99,30.35,0,2.87
45,99,30.35,0,1.56
45,99,30.35,0,1.63
45,99,30.35,0,1.57
45,99,30.35,0,1.59
45,99,30.35,0,1.58
45,99,30.36,0,1.63
45,100,30.36,0,1.56
46,100,30.36,0,1.57
46,100,30.36,0,1.57
46,100,30.36,0,1.66
47,101,30.37,0,1.63
47,101,30.37,0,1.53
47,101,30.37,0,1.58
47,101,30.37,0,1.56
47,101,30.37,0,1.58
47,101,30.37,0,1.52
47,100,30.38,0,1.56
47,100,30.38,0,1.61
46,100,30.38,0,1.59
46,100,30.38,0,2.14
46,100,30.38,0,2.75
47,100,30.38,0,3.11
47,100,30.38,0,1.55
48,100,30.38,0,1.43
48,100,30.38,0,1.49
48,100,30.38,0,1.48
48,100,30.38,0,1.44
48,100,30.38,0,1.44
48,100,30.38,0,1.41
48,100,30.38,0,1.43
48,100,30.38,0,1.43
48,100,30.38,0,1.41
47,100,30.38,0,1.38
47,99,30.38,0,1.47
47,99,30.38,0,1.56
47,98,30.38,0,1.59
46,97,30.38,0,1.44
46,96,30.38,0,1.62
46,97,30.38,0,1.61
46,97,30.38,0,1.53
46,97,30.38,0,1.44
46,97,30.38,0,1.47
46,97,30.38,0,1.45
47,97,30.38,0,1.52
47,96,30.38,0,1.51
47,95,30.38,0,1.49
47,93,30.38,0,1.54
47,91,30.38,0,1.46
47,91,30.38,0,1.54
47,90,30.38,0,1.53
47,88,30.38,0,1.56
47,85,30.38,0,1.49
47,80,30.38,0,1.56
47,76,30.38,0,1.51
47,78,30.38,0,1.54
47,80,30.37,0,1.59
47,91,30.37,0,1.59
47,93,30.37,0,1.6
48,92,30.37,0,1.57
48,96,30.37,0,1.57
48,98,30.37,0,2.18
48,99,30.37,0,2.27
48,99,30.37,0,1.57
49,99,30.37,0,1.67
49,100,30.37,0,1.65
49,100,30.36,0,1.68
49,100,30.36,0,1.65
49,100,30.36,0,1.8
49,100,30.36,0,1.89
50,100,30.36,0,1.87
50,100,30.36,0,1.71
49,100,30.36,0,1.64
49,99,30.36,0,1.61
49,99,30.35,0,1.65
57,73,30.4,0,1054.99
56,75,30.4,0,857.65
50,90,30.4,0,211.96
42,98,30.38,0,11.11
42,97,30.38,0,9.27
42,97,30.38,0,5.07
43,96,30.37,0,1.91
43,96,30.37,0,1.92
43,95,30.37,0,2.15
43,96,30.37,0,1.68
43,97,30.37,0,1.75
43,98,30.36,0,1.71
44,99,30.36,0,1.77
44,100,30.36,0,1.71
44,101,30.36,0,1.54
44,101,30.37,0,1.62
44,101,30.36,0,1.78
44,101,30.36,0,1.76
44,101,30.36,0,2.49
44,101,30.36,0,2.43
44,101,30.36,0,1.44
44,101,30.36,0,1.47
44,101,30.36,0,1.43
44,101,30.36,0,1.69
44,101,30.36,0,1.62
44,101,30.36,0,1.51
44,101,30.36,0,1.55
44,101,30.36,0,1.48
44,101,30.36,0,1.63
44,101,30.36,0,1.76
44,101,30.36,0,1.57
44,101,30.36,0,1.5
44,101,30.36,0,1.79
44,101,30.36,0,2.0
44,101,30.36,0,1.54
44,101,30.37,0,1.78
44,101,30.37,0,1.77
44,101,30.37,0,1.71
44,100,30.37,0,1.47
44,100,30.37,0,1.49
44,100,30.37,0,1.64
44,100,30.37,0,1.91
44,100,30.37,0,1.82
44,100,30.37,0,1.78
44,100,30.37,0,2.04
44,100,30.37,0,2.07
44,100,30.37,0,2.29
43,99,30.37,0,2.25
43,99,30.38,0,2.33
43,99,30.38,0,1.95
43,98,30.38,0,2.67
43,98,30.38,0,1.74
43,98,30.38,0,1.43
43,97,30.38,0,1.41
42,96,30.38,0,1.4
42,95,30.38,0,2.28
42,95,30.38,0,1.39
42,96,30.39,0,1.38
42,96,30.39,0,1.39
42,97,30.39,0,1.39
42,97,30.39,0,2.83
42,97,30.39,0,2.95
42,96,30.39,0,3.17
42,96,30.39,0,3.76
42,94,30.4,0,1.5
42,92,30.4,0,1.51
42,90,30.4,0,1.46
42,90,30.41,0,1.48
42,89,30.41,0,1.47
42,89,30.41,0,1.44
42,90,30.41,0,1.75
43,88,30.41,0,1.49
43,89,30.41,0,1.58
43,88,30.41,0,1.54
43,88,30.41,0,1.55
43,88,30.42,0,1.78
43,88,30.41,0,1.57
44,87,30.41,0,1.47
44,87,30.41,0,1.62
44,88,30.41,0,1.72
44,88,30.41,0,1.58
44,88,30.42,0,1.53
44,89,30.42,0,1.59
44,90,30.42,0,1.5
44,90,30.42,0,1.51
44,91,30.42,0,1.44
44,91,30.42,0,1.47
44,91,30.42,0,1.51
44,91,30.42,0,1.51
44,91,30.42,0,1.52
44,91,30.42,0,1.54
44,91,30.42,0,1.46
44,91,30.42,0,1.47
44,91,30.42,0,1.4
45,90,30.42,0,1.43
45,90,30.42,0,1.64
44,89,30.42,0,1.58
44,88,30.42,0,1.57
44,88,30.42,0,1.58
44,93,30.42,0,1.59
44,99,30.41,0,1.58
44,100,30.41,0,1.71
44,101,30.41,0,1.69
44,101,30.41,0,1.63
45,101,30.41,0,1.54
46,101,30.41,0,1.59
46,101,30.41,0,1.48
47,101,30.41,0,1.75
47,101,30.41,0,1.42
48,101,30.4,0,1.61
47,101,30.4,0,1.51
48,101,30.4,0,1.51
48,101,30.4,0,1.49
48,101,30.4,0,1.51
48,101,30.4,0,1.54
48,101,30.4,0,2.19
48,101,30.4,0,1.49
48,101,30.4,0,2.08
48,101,30.4,0,3.37
49,101,30.4,0,1.78
49,101,30.4,0,1.87
49,101,30.4,0,1.94
49,101,30.4,0,1.61
49,101,30.4,0,1.9
49,101,30.39,0,1.72
49,101,30.4,0,1.62
50,101,30.39,0,2.13
50,101,30.39,0,1.54
49,101,30.39,0,2.18
50,101,30.39,0,3.59
50,101,30.4,0,3.91
50,101,30.4,0,4.11
50,100,30.4,0,4.99
50,100,30.39,0,8.77
50,100,30.39,0,11.7
50,100,30.39,0,15.64
55,92,30.39,0,260.11
55,92,30.39,0,502.03
55,91,30.4,0,375.57
55,94,30.4,0,611.7
57,76,30.44,0,490.29
57,72,30.44,0,970.12
46,69,30.42,0,26.75
44,67,30.41,0,10.56
45,66,30.41,0,6.47
45,64,30.41,0,2.37
44,64,30.41,0,2.37
43,66,30.4,0,2.21
43,68,30.4,0,2.29
42,70,30.4,0,2.26
42,71,30.4,0,2.25
42,73,30.4,0,2.32
42,74,30.4,0,2.31
43,75,30.4,0,2.24
43,75,30.4,0,2.01
43,74,30.4,0,2.14
43,75,30.4,0,2.1
43,74,30.4,0,2.25
43,74,30.4,0,2.4
43,73,30.4,0,2.75
44,71,30.4,0,2.58
44,71,30.4,0,2.8
44,72,30.4,0,2.62
44,69,30.4,0,2.87
44,69,30.39,0,2.34
44,69,30.39,0,2.6
44,69,30.39,0,2.67
44,67,30.39,0,2.2
43,68,30.4,0,2.06
43,69,30.4,0,1.96
43,71,30.4,0,2.1
43,71,30.4,0,2.09
43,71,30.4,0,2.19
43,69,30.4,0,1.94
43,71,30.4,0,2.13
43,72,30.4,0,2.04
43,66,30.4,0,2.34
43,67,30.4,0,2.74
43,68,30.4,0,3.23
44,69,30.4,0,2.67
44,68,30.4,0,3.28
44,66,30.4,0,3.02
44,63,30.4,0,3.07
45,62,30.4,0,3.29
45,61,30.4,0,2.14
45,59,30.4,0,2.42
45,61,30.4,0,2.63
45,58,30.41,0,2.5
45,59,30.41,0,2.71
45,60,30.41,0,2.04
45,60,30.41,0,2.13
45,59,30.41,0,2.26
45,56,30.41,0,2.47
45,51,30.41,0,2.42
45,56,30.42,0,2.37
45,56,30.42,0,2.16
46,53,30.42,0,2.55
47,51,30.42,0,2.47
47,50,30.42,0,2.74
47,49,30.42,0,2.66
46,49,30.42,0,2.66
46,53,30.42,0,2.25
46,52,30.42,0,2.22
45,53,30.42,0,2.51
45,59,30.42,0,2.3
46,66,30.43,0,3.13
46,62,30.43,0,3.14
47,65,30.43,0,2.28
48,61,30.44,0,2.56
48,54,30.44,0,2.77
48,54,30.44,0,2.8
48,50,30.44,0,3.24
48,49,30.44,0,3.36
48,50,30.44,0,2.74
48,47,30.44,0,2.65
48,49,30.44,0,2.65
48,50,30.44,0,2.67
48,50,30.44,0,2.68
48,51,30.44,0,2.71
48,48,30.44,0,3.05
48,49,30.44,0,3.48
48,49,30.44,0,3.19
48,50,30.45,0,3.44
48,49,30.45,0,3.88
48,50,30.45,0,3.51
48,50,30.45,0,3.98
47,51,30.45,0,4.03
47,52,30.45,0,2.69
47,53,30.45,0,2.93
48,55,30.45,0,2.47
48,55,30.45,0,2.32
48,53,30.45,0,2.85
48,53,30.45,0,2.7
49,51,30.45,0,2.87
49,52,30.45,0,2.38
49,53,30.45,0,2.21
49,49,30.45,0,2.63
49,50,30.45,0,2.6
49,50,30.45,0,2.96
50,52,30.45,0,2.27
50,46,30.45,0,2.4
50,46,30.44,0,2.68
50,49,30.44,0,2.38
51,50,30.44,0,2.57
51,47,30.44,0,2.6
51,44,30.44,0,2.88
51,46,30.44,0,2.81
52,42,30.44,0,3.13
52,46,30.44,0,2.99
52,46,30.44,0,2.83
52,44,30.44,0,2.22
52,45,30.44,0,2.6
52,46,30.44,0,2.4
52,47,30.43,0,2.15
51,48,30.43,0,2.42
51,55,30.43,0,2.56
51,55,30.43,0,2.79
52,61,30.43,0,2.93
53,71,30.43,0,3.31
53,58,30.43,0,2.97
53,51,30.42,0,1.81
53,51,30.42,0,1.96
53,51,30.42,0,2.07
53,54,30.42,0,2.11
54,57,30.42,0,2.12
54,64,30.42,0,2.24
54,68,30.42,0,2.15
53,70,30.42,0,2.16
53,73,30.42,0,2.06
53,80,30.42,0,2.08
54,89,30.41,0,5.29
55,88,30.41,0,7.63
56,85,30.41,0,15.91
57,84,30.41,0,37.14
57,83,30.41,0,55.99
57,82,30.41,0,100.84
60,68,30.4,0,423.57
61,61,30.41,0,583.94
61,56,30.41,0,622.27
61,71,30.41,0,747.76
62,66,30.41,0,864.37
59,78,30.43,0,1007.24
59,76,30.43,0,1018.91
59,77,30.43,0,1041.17
59,80,30.43,0,1069.2
58,82,30.44,0,1075.35
57,85,30.44,0,1005.15
57,86,30.44,0,747.74
57,85,30.44,0,510.87
57,87,30.44,0,1060.72
56,88,30.44,0,859.78
56,90,30.45,0,1036.1
56,91,30.45,0,515.29
56,92,30.45,0,600.27
56,89,30.45,0,1044.73
55,88,30.45,0,640.71
55,91,30.45,0,619.73
55,92,30.45,0,637.36
55,90,30.45,0,983.69
55,88,30.45,0,517.55
55,89,30.45,0,480.37
55,91,30.45,0,319.84
54,95,30.45,0,832.45
53,95,30.45,0,698.69
53,97,30.45,0,380.59
53,97,30.45,0,365.79
53,99,30.45,0,412.69
52,99,30.45,0,229.38
52,99,30.44,0,368.25
52,99,30.45,0,349.22
52,99,30.44,0,401.65
52,99,30.44,0,278.69
52,99,30.44,0,330.6
52,98,30.44,0,326.79
52,98,30.44,0,303.69
52,98,30.44,0,316.83
52,97,30.44,0,355.89
52,97,30.44,0,335.14
52,96,30.44,0,346.39
52,95,30.44,0,252.02
52,95,30.44,0,321.17
51,95,30.43,0,269.56
51,95,30.43,0,326.71
51,95,30.43,0,312.71
50,95,30.43,0,217.87
50,94,30.43,0,267.26
50,94,30.43,0,237.62
50,94,30.43,0,248.85
49,95,30.43,0,218.21
48,96,30.43,0,189.73
47,96,30.43,0,169.8
46,95,30.42,0,26.74
46,94,30.42,0,20.21
45,91,30.42,0,19.15
45,90,30.42,0,18.03
45,90,30.42,0,16.82
45,85,30.42,0,15.34
45,82,30.41,0,13.74
45,83,30.41,0,12.08
45,81,30.41,0,10.2
45,78,30.41,0,8.07
45,68,30.41,0,5.61
45,63,30.41,0,3.33
44,58,30.41,0,2.11
44,56,30.41,0,1.97
44,58,30.41,0,2.0
44,61,30.41,0,1.92
44,61,30.41,0,2.03
44,61,30.4,0,2.16
43,61,30.4,0,2.11
43,62,30.4,0,2.29
43,63,30.4,0,2.4
44,62,30.4,0,2.37
44,64,30.4,0,2.41
44,65,30.4,0,2.61
44,71,30.4,0,2.41
44,65,30.4,0,2.06
44,64,30.4,0,2.46
43,67,30.4,0,2.52
43,67,30.4,0,2.52
43,68,30.4,0,2.21
43,67,30.39,0,2.49
43,68,30.39,0,2.37
43,68,30.39,0,2.39
43,67,30.39,0,2.32
43,67,30.39,0,2.88
43,67,30.4,0,2.5
43,67,30.4,0,2.8
43,66,30.4,0,2.77
43,67,30.4,0,2.73
44,67,30.4,0,2.8
44,63,30.4,0,2.79
45,64,30.4,0,3.38
44,63,30.4,0,3.32
43,65,30.4,0,3.09
44,68,30.4,0,2.96
44,66,30.4,0,2.83
44,63,30.4,0,2.82
44,63,30.4,0,2.73
44,64,30.4,0,2.74
44,64,30.4,0,2.77
44,67,30.4,0,2.73
44,66,30.4,0,2.75
45,66,30.4,0,2.54
45,65,30.4,0,2.47
45,65,30.4,0,2.37
45,64,30.4,0,2.25
45,63,30.4,0,2.23
45,62,30.4,0,2.33
45,64,30.4,0,2.33
45,65,30.4,0,2.52
45,65,30.4,0,2.68
45,64,30.4,0,2.55
45,64,30.4,0,2.55
46,63,30.4,0,2.75
46,62,30.4,0,2.94
46,60,30.4,0,3.22
47,59,30.4,0,3.4
47,60,30.4,0,3.29
47,59,30.4,0,3.62
46,60,30.4,0,3.39
46,60,30.4,0,2.52
46,61,30.41,0,2.81
46,60,30.4,0,2.85
46,61,30.4,0,1.56
46,64,30.41,0,1.63
46,62,30.41,0,1.85
46,62,30.41,0,2.87
47,61,30.41,0,2.39
48,56,30.41,0,1.75
48,56,30.41,0,2.57
48,56,30.41,0,1.93
47,57,30.42,0,1.87
47,59,30.42,0,1.84
48,60,30.42,0,2.01
48,58,30.42,0,2.43
48,59,30.42,0,2.49
48,58,30.42,0,2.04
49,58,30.42,0,2.18
49,58,30.42,0,2.28
49,58,30.42,0,2.4
49,59,30.43,0,2.27
49,59,30.43,0,2.44
49,59,30.43,0,2.3
49,59,30.42,0,2.28
48,59,30.42,0,2.41
48,63,30.42,0,2.37
47,68,30.42,0,2.38
47,72,30.42,0,2.79
47,73,30.42,0,2.51
47,76,30.42,0,2.44
47,80,30.43,0,2.65
47,83,30.43,0,2.4
48,85,30.43,0,2.49
47,83,30.43,0,2.21
47,85,30.43,0,2.16
47,85,30.43,0,2.33
47,88,30.42,0,2.46
47,84,30.42,0,2.54
47,82,30.42,0,2.55
47,82,30.42,0,2.58
47,85,30.42,0,2.75
47,88,30.42,0,2.5
47,88,30.42,0,2.07
47,88,30.42,0,2.15
48,88,30.43,0,2.02
48,86,30.42,0,2.0
48,88,30.42,0,1.96
48,89,30.42,0,1.99
48,88,30.42,0,1.89
48,88,30.42,0,1.73
48,84,30.42,0,1.87
47,87,30.41,0,2.17
47,97,30.41,0,1.96
47,99,30.41,0,2.07
48,100,30.41,0,2.0
49,100,30.41,0,2.14
49,100,30.41,0,2.26
49,100,30.41,0,2.04
49,100,30.41,0,2.38
50,100,30.41,0,2.4
50,100,30.41,0,2.11
50,100,30.41,0,2.47
50,100,30.41,0,2.17
50,100,30.41,0,1.98
51,100,30.4,0,1.93
51,99,30.4,0,2.06
51,99,30.4,0,2.04
51,99,30.4,0,1.89
51,99,30.4,0,1.89
51,98,30.4,0,3.1
51,98,30.4,0,2.19
52,98,30.4,0,2.94
52,97,30.4,0,3.76
52,97,30.4,0,4.84
53,96,30.4,0,8.21
53,95,30.4,0,18.75
54,94,30.4,0,33.95
54,93,30.4,0,23.15
54,92,30.4,0,38.48
55,91,30.4,0,68.92
55,90,30.4,0,79.45
56,91,30.4,0,100.95
56,90,30.39,0,146.41
56,90,30.39,0,159.12
56,89,30.39,0,182.95
56,89,30.39,0,211.22
56,90,30.39,0,250.48
56,90,30.39,0,319.5
56,92,30.39,0,280.16
55,93,30.39,0,468.75
54,93,30.39,0,246.22
54,93,30.39,0,152.79
54,94,30.39,0,192.54
54,93,30.4,0,155.49
55,93,30.39,0,227.73
55,92,30.39,0,225.04
56,91,30.39,0,265.17
56,91,30.39,0,424.49
56,90,30.39,0,305.13
56,90,30.39,0,483.37
56,90,30.39,0,434.18
56,89,30.39,0,279.35
57,88,30.39,0,246.76
57,86,30.39,0,347.15
57,86,30.39,0,489.78
56,85,30.39,0,542.74
56,87,30.39,0,366.17
56,85,30.39,0,463.62
56,89,30.39,0,448.12
56,90,30.39,0,428.2
56,89,30.39,0,314.74
56,88,30.39,0,309.65
56,87,30.39,0,354.86
57,87,30.39,0,384.22
57,88,30.39,0,389.25
58,85,30.39,0,641.01
58,85,30.39,0,435.61
58,85,30.39,0,584.98
58,84,30.39,0,900.04
58,85,30.4,0,589.95
58,85,30.39,0,666.6
59,82,30.39,0,565.82
60,81,30.39,0,498.63
59,82,30.4,0,1116.92
59,81,30.4,0,975.31
59,83,30.4,0,694.47
59,81,30.4,0,356.21
60,80,30.41,0,1094.71
59,79,30.4,0,1138.21
59,79,30.4,0,845.89
59,78,30.4,0,418.52
60,78,30.41,0,1058.52
60,75,30.4,0,1030.36
60,76,30.4,0,1022.54
60,76,30.41,0,1024.68
59,75,30.41,0,1036.05
59,76,30.41,0,1039.33
59,77,30.41,0,1045.99
59,76,30.41,0,1057.23
59,76,30.41,0,1065.47
58,75,30.41,0,1061.0
59,72,30.41,0,1064.29
58,77,30.41,0,1067.7
58,76,30.42,0,1069.02
58,78,30.42,0,1075.79
58,78,30.42,0,1076.68
58,81,30.42,0,1047.92
58,82,30.42,0,618.81
58,81,30.42,0,655.28
58,80,30.42,0,1083.17
58,81,30.42,0,1081.85
58,82,30.42,0,1101.78
58,81,30.42,0,1098.4
58,80,30.42,0,1063.62
58,80,30.42,0,1061.6
58,80,30.42,0,1058.16
58,78,30.42,0,1053.32
58,77,30.42,0,1045.95
58,79,30.42,0,1039.55
58,77,30.42,0,1034.72
58,76,30.42,0,1031.17
58,75,30.42,0,1023.67
59,72,30.42,0,1015.39
59,72,30.42,0,1007.97
59,72,30.42,0,1000.69
59,73,30.42,0,993.08
59,72,30.42,0,982.99
58,74,30.42,0,971.67
